OAKWOOD	-30.0	12.0	14.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	14.0	14.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	16.0	14.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	18.0	14.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	20.0	14.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	16.0	16.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	18.0	16.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	20.0	16.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	22.0	16.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	16.0	18.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	18.0	18.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	20.0	18.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	22.0	18.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	12.0	20.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	14.0	20.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	16.0	20.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	18.0	20.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	20.0	20.0	0.0	0.0	0.0	1.0
OAKWOOD	-34.0	36.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-34.0	38.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-34.0	40.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	36.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	38.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	40.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-32.0	40.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	36.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	38.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	40.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	40.0	52.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	40.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	36.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	38.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	36.0	-22.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	38.0	-22.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	40.0	-22.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	36.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	38.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	40.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-34.0	36.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-34.0	38.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-34.0	40.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	36.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	38.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-30.0	40.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-32.0	40.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	40.0	-20.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	36.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	38.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	40.0	-22.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	40.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	40.0	-20.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	36.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	38.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	40.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-100.0	36.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-100.0	38.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-100.0	40.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-98.0	40.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	34.0	-14.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	34.0	-12.0	0.0	0.0	0.0	1.0
OAKWOOD	-92.0	34.0	46.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	34.0	46.0	0.0	0.0	0.0	1.0
OAKWOOD	-92.0	34.0	44.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	34.0	44.0	0.0	0.0	0.0	1.0
OAKWOOD	-100.0	36.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-100.0	38.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-100.0	40.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	36.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	38.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	40.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-98.0	40.0	48.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	36.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	38.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	40.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	36.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	38.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	40.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-94.0	40.0	52.0	0.0	0.0	0.0	1.0
OAKWOOD	-98.0	26.0	-22.0	0.0	0.0	0.0	1.0
OAKWOOD	-98.0	26.0	-20.0	0.0	0.0	0.0	1.0
OAKWOOD	-98.0	26.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-98.0	26.0	-16.0	0.0	0.0	0.0	1.0
OAKWOOD	-100.0	26.0	-20.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	26.0	-18.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	26.0	-20.0	0.0	0.0	0.0	1.0
OAKWOOD	-96.0	26.0	-22.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	20.0	52.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	20.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	18.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	16.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	18.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	16.0	54.0	0.0	0.0	0.0	1.0
OAKWOOD	-40.0	20.0	52.0	0.0	0.0	0.0	1.0
OAKWOOD	-40.0	20.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-42.0	20.0	52.0	0.0	0.0	0.0	1.0
OAKWOOD	-42.0	20.0	50.0	0.0	0.0	0.0	1.0
OAKWOOD	-42.0	18.0	52.0	0.0	0.0	0.0	1.0
OAKWOOD	-42.0	16.0	52.0	0.0	0.0	0.0	1.0
OAKWOOD	-32.0	18.0	-14.0	0.0	0.0	0.0	1.0
OAKWOOD	-34.0	18.0	-14.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	18.0	-14.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	18.0	-12.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	18.0	-14.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	18.0	-10.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	16.0	-10.0	0.0	0.0	0.0	1.0
OAKWOOD	-36.0	14.0	-10.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	18.0	-12.0	0.0	0.0	0.0	1.0
OAKWOOD	-38.0	18.0	-10.0	0.0	0.0	0.0	1.0
OAKWOOD	-40.0	18.0	-14.0	0.0	0.0	0.0	1.0
OAKWOOD	-40.0	18.0	-12.0	0.0	0.0	0.0	1.0
OAKWOOD	-40.0	18.0	-10.0	0.0	0.0	0.0	1.0
OAKWOOD	-40.0	16.0	-14.0	0.0	0.0	0.0	1.0
OAKWOOD	-40.0	16.0	-12.0	0.0	0.0	0.0	1.0
